league,season,team,age,Playing Time_born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
GER-Bundesliga,1920,Bayern Munich,697,0,478,374,33565,373.1,97,75,172,91,6,6,54,3,90.2,85.5,73.5,158.9,930,2300,2285,5.54,3.67,9.19,5.319999999999999,8.97,5.22,3.92,9.13,5.04,8.95
GER-Bundesliga,1920,Dortmund,660,0,485,374,33614,373.4,84,74,158,82,2,2,49,1,61.9,60.4,50.6,111.19999999999999,792,1736,1729,6.7700000000000005,6.57,13.370000000000001,6.54,13.14,4.74,3.67,8.42,4.55,8.25
GER-Bundesliga,1920,Düsseldorf,718,0,489,374,33660,374.1,36,26,62,32,4,4,78,0,36.2,33.1,24.3,57.2,487,1268,1256,1.71,2.0,3.72,1.56,3.5700000000000003,2.42,1.6400000000000001,4.08,2.3,3.96
GER-Bundesliga,1920,Eint Frankfurt,715,0,483,374,33565,373.2,57,45,102,55,2,2,71,4,60.5,59.0,45.0,104.0,677,1389,1380,3.19,3.31,6.53,3.06,6.4,3.73,3.1,6.8,3.63,6.71
GER-Bundesliga,1920,Freiburg,652,0,485,374,33656,373.9,46,27,73,41,5,6,43,2,47.6,42.8,32.9,76.2,537,1128,1116,2.29,1.37,3.6799999999999997,1.98,3.36,2.81,1.9,4.69,2.54,4.42
GER-Bundesliga,1920,Gladbach,641,0,486,374,33602,373.2,64,53,117,60,4,6,77,3,73.8,68.9,53.8,122.5,650,1305,1292,3.26,3.36,6.59,3.01,6.34,5.57,3.51,9.09,5.29,8.82
GER-Bundesliga,1920,Hertha BSC,792,0,483,374,33541,372.7,45,35,80,42,3,3,77,4,43.800000000000004,41.5,32.9,74.3,546,1073,1058,3.51,3.19,6.7,3.2399999999999998,6.43,5.11,3.65,8.82,4.890000000000001,8.61
GER-Bundesliga,1920,Hoffenheim,770,0,488,374,33537,372.8,52,36,88,49,3,4,66,2,58.3,55.1,40.4,95.6,598,1261,1250,5.47,1.95,7.4399999999999995,5.17,7.14,7.28,2.5700000000000003,9.81,6.96,9.48
GER-Bundesliga,1920,Köln,717,0,491,374,33461,371.6,50,38,88,48,2,4,79,4,49.9,47.2,36.0,82.9,494,1158,1145,2.97,4.05,7.01,2.83,6.890000000000001,4.04,3.8000000000000003,7.88,3.85,7.69
GER-Bundesliga,1920,Leverkusen,586,0,487,374,33585,373.1,57,48,105,55,2,2,61,6,60.6,59.1,49.1,108.0,761,1471,1463,4.0,3.0300000000000002,7.0200000000000005,3.88,6.91,3.95,3.01,6.95,3.86,6.86
GER-Bundesliga,1920,Mainz 05,607,0,491,374,33554,372.8,42,34,76,39,3,3,75,3,48.7,46.4,37.9,84.5,524,1146,1133,2.43,1.85,4.26,2.25,4.08,3.42,2.64,6.05,3.29,5.91
GER-Bundesliga,1920,Paderborn 07,663,0,493,374,33544,372.4,37,26,63,35,2,4,84,3,40.6,37.199999999999996,26.8,64.4,682,1009,993,2.48,1.57,4.03,2.33,3.87,2.99,2.06,5.0600000000000005,2.8000000000000003,4.86
GER-Bundesliga,1920,RB Leipzig,661,0,487,374,33557,372.9,81,58,139,76,5,5,53,3,73.5,69.6,55.3,124.7,759,1700,1685,4.67,3.37,8.04,4.43,7.78,5.0,3.83,8.83,4.8100000000000005,8.63
GER-Bundesliga,1920,Schalke 04,661,0,480,374,33622,373.5,35,25,60,33,2,2,64,2,38.7,37.1,25.599999999999998,62.4,603,1201,1191,2.12,1.35,3.46,2.0300000000000002,3.38,3.09,2.0100000000000002,5.05,3.0300000000000002,4.99
GER-Bundesliga,1920,Union Berlin,692,0,487,374,33572,372.90000000000003,38,27,65,34,4,5,71,5,42.1,38.2,28.7,66.5,387,944,929,2.72,2.16,4.89,2.09,4.25,3.61,2.1,5.71,3.1,5.2
GER-Bundesliga,1920,Werder Bremen,793,0,491,374,33641,373.8,40,30,70,37,3,6,80,4,40.5,35.800000000000004,26.2,61.7,509,1309,1304,2.57,1.54,4.15,2.46,4.04,2.96,1.9300000000000002,4.84,2.78,4.65
GER-Bundesliga,1920,Wolfsburg,642,0,480,374,33542,372.6,48,33,81,44,4,4,71,4,53.800000000000004,50.7,37.8,88.9,620,1247,1234,2.63,1.91,4.53,2.49,4.4,3.51,2.32,5.7700000000000005,3.4,5.67
GER-Bundesliga,2021,Arminia,655,0,521,374,33640,373.8,23,16,39,22,1,2,52,1,33.3,31.599999999999998,24.0,55.9,358,880,874,3.23,1.3800000000000001,4.61,3.19,4.58,2.97,1.6500000000000001,4.6,2.92,4.54
GER-Bundesliga,2021,Augsburg,633,0,515,374,33504,372.2,35,23,58,33,2,5,70,4,37.699999999999996,33.699999999999996,26.0,59.9,431,987,977,1.82,4.1000000000000005,5.91,1.76,5.84,2.44,3.66,6.1000000000000005,2.1,5.76
GER-Bundesliga,2021,Bayern Munich,709,0,511,374,33550,372.9,98,75,173,89,9,10,44,3,77.8,69.9,55.9,125.69999999999999,829,2084,2073,4.96,4.61,9.59,4.64,9.26,4.5,3.5900000000000003,8.09,4.22,7.82
GER-Bundesliga,2021,Dortmund,634,0,513,374,33628,373.9,74,57,131,71,3,7,44,1,67.5,60.8,51.300000000000004,112.3,763,1745,1734,5.42,4.4799999999999995,9.89,5.3,9.78,3.9,4.45,8.34,3.64,8.08
GER-Bundesliga,2021,Eint Frankfurt,653,0,510,374,33650,374.0,63,52,115,55,8,8,82,1,60.0,53.7,44.5,98.3,664,1548,1534,4.47,2.85,7.34,4.13,7.0,3.8499999999999996,2.71,6.62,3.58,6.35
GER-Bundesliga,2021,Freiburg,604,0,526,374,33660,374.0,51,34,85,45,6,6,62,0,47.0,42.2,29.6,71.8,463,1170,1155,2.69,1.53,4.220000000000001,2.41,3.93,3.09,1.45,4.53,2.86,4.32
GER-Bundesliga,2021,Gladbach,600,0,516,374,33570,373.0,63,44,107,53,10,11,61,2,55.9,47.3,37.2,84.60000000000001,612,1371,1363,3.1,2.81,5.9,2.63,5.42,3.03,2.43,5.48,2.63,5.08
GER-Bundesliga,2021,Hertha BSC,763,0,523,374,33605,373.3,40,29,69,36,4,6,67,3,42.2,37.5,29.7,67.0,589,1176,1163,3.01,2.16,5.17,2.84,4.99,3.28,2.2800000000000002,5.56,3.06,5.34
GER-Bundesliga,2021,Hoffenheim,742,0,504,374,33577,373.0,51,38,89,46,5,6,68,4,52.6,47.8,37.5,85.5,581,1517,1510,3.73,2.81,6.52,3.54,6.33,3.81,2.98,6.79,3.59,6.57
GER-Bundesliga,2021,Köln,693,0,522,374,33645,373.6,33,23,56,29,4,6,63,1,41.2,36.5,25.7,62.1,429,1131,1120,1.83,1.51,3.3600000000000003,1.6400000000000001,3.17,3.47,2.17,5.66,2.97,5.16
GER-Bundesliga,2021,Leverkusen,746,0,497,374,33660,373.9,52,41,93,49,3,3,58,0,47.199999999999996,44.9,35.0,79.7,724,1522,1510,3.29,2.2199999999999998,5.51,3.04,5.27,3.14,2.21,5.38,2.95,5.19
GER-Bundesliga,2021,Mainz 05,759,0,524,374,33646,373.8,39,23,62,34,5,5,63,1,51.1,47.1,34.9,82.1,442,1046,1034,3.22,1.6,4.83,2.9,4.51,3.99,2.57,6.55,3.7399999999999998,6.32
GER-Bundesliga,2021,RB Leipzig,583,0,528,374,33660,373.9,59,44,103,51,8,10,57,0,65.6,57.6,44.1,101.60000000000001,624,1718,1703,3.25,2.93,6.15,2.84,5.76,4.07,2.61,6.68,3.65,6.28
GER-Bundesliga,2021,Schalke 04,1010,0,491,374,33633,373.6,24,20,44,24,0,3,74,2,29.400000000000002,26.900000000000002,20.6,47.699999999999996,452,943,936,2.34,1.32,3.66,2.34,3.66,3.68,1.73,5.45,3.24,5.01
GER-Bundesliga,2021,Stuttgart,665,0,530,374,33582,373.1,54,42,96,48,6,8,65,2,51.900000000000006,45.7,37.2,83.10000000000001,701,1467,1462,3.14,3.35,6.47,2.71,6.04,3.87,3.05,6.890000000000001,3.41,6.43
GER-Bundesliga,2021,Union Berlin,694,0,520,374,33556,373.2,50,39,89,45,5,7,57,2,47.2,41.6,33.8,75.6,464,1059,1045,3.34,2.8000000000000003,6.14,3.06,5.87,6.16,2.52,8.68,5.86,8.370000000000001
GER-Bundesliga,2021,Werder Bremen,672,0,518,374,33606,373.3,35,25,60,30,5,5,67,3,33.0,29.2,21.3,51.0,414,1065,1054,3.04,2.11,5.16,2.5999999999999996,4.72,2.93,1.77,4.73,2.57,4.38
GER-Bundesliga,2021,Wolfsburg,657,0,502,374,33617,373.5,57,48,105,55,2,3,58,3,49.7,47.5,37.9,85.4,595,1397,1381,3.15,2.42,5.59,3.09,5.53,3.0,2.29,5.2700000000000005,2.93,5.2
GER-Bundesliga,2122,Arminia,640,0,524,374,33616,373.4,26,18,44,24,2,2,55,2,26.900000000000002,25.3,17.2,42.9,405,887,875,1.56,1.17,2.7199999999999998,1.43,2.6,2.0,1.07,3.12,1.9000000000000001,3.02
GER-Bundesliga,2122,Augsburg,659,0,543,374,33660,373.7,39,26,65,34,5,5,74,0,37.2,33.3,23.9,57.6,441,895,882,3.02,1.76,4.76,2.78,4.5200000000000005,3.11,1.8,4.92,2.92,4.74
GER-Bundesliga,2122,Bayern Munich,725,0,523,374,33616,373.7,92,70,162,87,5,5,36,2,90.5,86.6,67.4,153.9,833,2164,2151,4.95,3.65,8.59,4.8,8.44,5.01,7.5,12.48,4.9,12.36
GER-Bundesliga,2122,Bochum,754,0,514,374,33550,372.5,37,22,59,33,4,6,55,2,40.9,36.2,26.8,63.2,467,926,921,3.9099999999999997,1.63,5.54,3.55,5.18,5.43,1.9100000000000001,7.34,5.08,6.99
GER-Bundesliga,2122,Dortmund,787,0,516,374,33609,373.4,81,57,138,70,11,11,63,1,66.0,57.4,45.1,102.5,670,1468,1454,8.26,2.86,11.1,7.7,10.56,5.28,3.38,8.69,4.85,8.26
GER-Bundesliga,2122,Eint Frankfurt,698,0,518,374,33639,373.9,43,33,76,42,1,2,61,1,42.2,40.6,32.1,73.3,609,1255,1243,2.58,1.99,4.57,2.41,4.4,3.0,1.92,4.88,2.72,4.61
GER-Bundesliga,2122,Freiburg,655,0,531,374,33660,373.8,55,37,92,50,5,6,34,0,51.4,46.6,34.7,81.3,401,1229,1223,3.3,1.87,5.16,3.14,5.0,2.9,2.12,5.0,2.74,4.84
GER-Bundesliga,2122,Gladbach,656,0,492,374,33633,373.9,54,38,92,49,5,7,67,1,56.9,51.4,38.2,89.7,527,1291,1287,2.5700000000000003,2.13,4.72,2.35,4.5,3.44,2.3200000000000003,5.76,3.18,5.49
GER-Bundesliga,2122,Greuther Fürth,707,0,513,374,33660,374.2,26,15,41,21,5,5,61,0,30.599999999999998,26.599999999999998,18.7,45.5,413,976,967,1.8,1.02,2.8200000000000003,1.6400000000000001,2.66,2.35,1.23,3.57,2.23,3.44
GER-Bundesliga,2122,Hertha BSC,871,0,526,374,33616,373.7,35,23,58,32,3,3,62,2,33.9,31.6,25.3,56.800000000000004,462,975,959,3.18,2.93,6.11,2.52,5.45,4.3100000000000005,3.83,8.07,3.79,7.55
GER-Bundesliga,2122,Hoffenheim,810,0,529,374,33660,374.3,55,42,97,55,0,0,75,0,59.699999999999996,59.699999999999996,47.4,107.6,588,1474,1462,3.59,2.18,5.7700000000000005,3.59,5.7700000000000005,5.95,2.79,8.74,5.95,8.74
GER-Bundesliga,2122,Köln,656,0,532,374,33643,373.9,52,40,92,51,1,1,67,1,51.1,50.3,38.8,89.2,550,1406,1398,3.7399999999999998,5.35,9.05,3.71,9.01,3.37,4.59,7.95,3.35,7.93
GER-Bundesliga,2122,Leverkusen,695,0,528,374,33599,373.5,76,58,134,74,2,6,66,2,63.8,58.7,46.7,105.4,709,1341,1334,4.7299999999999995,3.0700000000000003,7.85,4.6499999999999995,7.77,4.66,3.32,7.96,4.38,7.68
GER-Bundesliga,2122,Mainz 05,699,0,524,374,33488,372.1,49,36,85,45,4,4,62,4,51.5,48.3,36.4,84.9,444,1178,1169,6.46,2.08,8.57,6.22,8.34,4.21,2.19,6.46,4.03,6.27
GER-Bundesliga,2122,RB Leipzig,687,0,528,374,33660,374.1,72,53,125,64,8,9,49,0,66.2,59.5,49.4,108.9,542,1467,1454,4.55,4.09,8.63,4.18,8.26,4.84,3.29,8.13,4.52,7.8100000000000005
GER-Bundesliga,2122,Stuttgart,768,0,509,374,33617,373.6,40,31,71,39,1,3,64,2,44.6,42.0,33.1,75.5,571,1269,1262,3.6300000000000003,3.79,7.41,3.56,7.33,6.05,3.28,9.36,5.88,9.18
GER-Bundesliga,2122,Union Berlin,771,0,528,374,33659,374.1,50,33,83,45,5,5,62,1,48.7,44.7,32.0,76.0,429,1123,1114,3.7,2.56,6.26,3.41,5.97,4.54,2.63,7.24,4.32,7.01
GER-Bundesliga,2122,Wolfsburg,752,0,513,374,33623,373.8,42,25,67,39,3,4,61,3,49.300000000000004,46.2,33.9,80.0,502,1220,1212,2.62,6.43,9.08,2.4,8.86,4.72,4.73,9.44,4.49,9.22
GER-Bundesliga,2223,Augsburg,834,0,524,374,33476,372.0,41,29,70,37,4,5,96,5,35.5,31.7,24.3,55.9,331,847,831,3.96,2.87,6.85,3.77,6.65,3.23,2.2,5.44,3.04,5.24
GER-Bundesliga,2223,Bayern Munich,718,0,529,374,33539,372.6,90,67,157,87,3,5,49,3,76.4,72.3,57.099999999999994,129.4,863,2041,2019,5.65,8.34,14.0,5.51,13.85,7.99,4.24,12.23,7.77,12.0
GER-Bundesliga,2223,Bochum,711,0,531,374,33632,373.6,37,28,65,34,3,3,64,1,40.8,38.5,28.5,66.6,350,1022,1007,2.82,1.54,4.35,2.72,4.24,2.87,1.6700000000000002,4.56,2.79,4.48
GER-Bundesliga,2223,Dortmund,727,0,525,374,33660,373.6,81,61,142,77,4,6,66,0,73.0,68.4,52.6,120.8,783,1628,1614,5.47,3.4,8.870000000000001,5.17,8.57,6.04,4.5,10.57,5.71,10.22
GER-Bundesliga,2223,Eint Frankfurt,699,0,522,374,33637,373.5,56,33,89,50,6,6,71,1,52.8,48.0,36.4,84.60000000000001,632,1372,1361,2.86,2.3000000000000003,5.16,2.58,4.89,3.25,2.57,5.74,3.04,5.53
GER-Bundesliga,2223,Freiburg,683,0,531,374,33585,373.2,51,34,85,44,7,8,62,2,49.300000000000004,42.9,28.599999999999998,71.7,427,1039,1027,3.31,3.49,6.79,3.05,6.53,4.35,2.42,6.78,4.1000000000000005,6.54
GER-Bundesliga,2223,Gladbach,690,0,507,374,33609,373.4,52,39,91,48,4,6,62,3,52.9,48.3,41.9,90.0,518,1168,1159,2.93,2.07,5.01,2.7600000000000002,4.84,3.84,2.27,6.13,3.64,5.93
GER-Bundesliga,2223,Hertha BSC,790,0,527,374,33638,373.7,42,23,65,35,7,7,82,1,39.699999999999996,34.2,25.5,59.599999999999994,413,914,905,4.16,1.63,5.8100000000000005,3.55,5.19,3.95,1.87,5.82,3.47,5.33
GER-Bundesliga,2223,Hoffenheim,770,0,531,374,33514,372.4,46,30,76,39,7,9,80,5,48.5,41.4,32.6,74.2,457,1175,1168,3.0300000000000002,1.61,4.62,2.69,4.28,4.24,2.34,6.56,3.9,6.23
GER-Bundesliga,2223,Köln,668,0,534,374,33540,372.8,46,31,77,42,4,4,75,3,49.1,46.0,35.699999999999996,81.8,522,1247,1240,3.0,1.6800000000000002,4.68,2.8400000000000003,4.51,3.91,2.7199999999999998,6.62,3.77,6.4799999999999995
GER-Bundesliga,2223,Leverkusen,660,0,524,374,33529,372.4,57,44,101,52,5,7,75,7,52.3,46.8,39.4,85.89999999999999,678,1243,1232,4.43,2.92,7.35,4.140000000000001,7.0600000000000005,3.52,2.58,6.13,3.24,5.87
GER-Bundesliga,2223,Mainz 05,668,0,534,374,33610,373.4,54,35,89,50,4,6,69,1,48.4,43.599999999999994,30.5,73.9,364,1155,1139,4.63,2.49,7.12,4.36,6.85,5.19,3.87,9.06,4.81,8.68
GER-Bundesliga,2223,RB Leipzig,642,0,532,374,33608,373.4,64,39,103,58,6,7,69,2,64.9,59.4,43.5,103.2,599,1450,1437,4.09,2.65,6.75,3.79,6.45,3.93,2.66,6.59,3.66,6.32
GER-Bundesliga,2223,Schalke 04,905,0,519,374,33604,373.3,32,24,56,28,4,5,68,1,39.9,36.2,28.7,65.0,415,934,928,2.48,2.29,4.79,2.34,4.65,3.48,2.7,6.14,3.33,6.0
GER-Bundesliga,2223,Stuttgart,695,0,514,374,33527,372.5,45,34,79,40,5,5,72,5,48.3,44.4,38.8,83.1,609,1278,1261,3.47,3.05,6.51,2.9899999999999998,6.04,3.87,2.98,6.84,3.5,6.47
GER-Bundesliga,2223,Union Berlin,748,0,539,374,33558,372.8,49,38,87,46,3,7,65,2,38.3,32.7,26.5,59.199999999999996,375,1012,990,3.71,12.73,16.43,3.4,16.12,3.54,3.8,7.33,2.83,6.6
GER-Bundesliga,2223,Werder Bremen,626,0,525,374,33583,373.2,50,37,87,45,5,6,76,1,41.8,36.8,29.1,65.89999999999999,412,1140,1130,2.97,1.48,4.44,2.79,4.26,2.68,1.84,4.49,2.49,4.3
GER-Bundesliga,2223,Wolfsburg,668,0,532,374,33660,373.9,55,44,99,51,4,7,63,0,53.2,46.6,39.3,86.2,455,1306,1294,3.56,3.04,6.61,3.3,6.34,3.67,2.39,6.04,3.2,5.57
GER-Bundesliga,2324,Augsburg,718,0,532,374,33626,373.8,49,35,84,44,5,7,71,3,47.2,41.7,27.9,70.0,462,1137,1122,3.4,2.04,5.43,3.11,5.15,4.25,2.52,6.74,3.87,6.38
GER-Bundesliga,2324,Bayern Munich,757,0,517,374,33558,372.8,93,71,164,88,5,5,47,2,87.3,83.4,66.7,149.9,944,1941,1926,5.5,3.92,9.41,5.34,9.26,5.8,6.24,12.03,5.68,11.91
GER-Bundesliga,2324,Bochum,702,0,520,374,33579,373.3,41,30,71,37,4,4,97,2,45.6,42.5,30.7,72.9,400,1151,1140,2.5300000000000002,2.06,4.58,2.39,4.45,3.18,2.07,5.28,3.07,5.18
GER-Bundesliga,2324,Darmstadt 98,827,0,537,374,33476,372.2,28,21,49,25,3,3,83,4,33.0,30.599999999999998,23.1,53.3,437,1083,1073,1.66,1.42,3.06,1.46,2.86,3.13,1.8800000000000001,5.02,2.97,4.859999999999999
GER-Bundesliga,2324,Dortmund,792,0,527,374,33482,372.0,68,49,117,62,6,6,59,4,65.0,60.2,46.7,106.9,770,1452,1436,4.0600000000000005,3.71,7.74,3.81,7.49,4.96,4.4,9.35,4.77,9.14
GER-Bundesliga,2324,Eint Frankfurt,836,0,538,374,33562,372.9,48,36,84,46,2,3,70,5,47.8,45.5,34.4,79.7,574,1305,1294,4.3999999999999995,8.27,12.65,4.32,12.58,5.76,3.08,8.86,5.44,8.55
GER-Bundesliga,2324,Freiburg,644,0,518,374,33542,372.8,43,32,75,36,7,9,64,4,50.8,43.699999999999996,32.6,76.2,468,1208,1189,2.31,1.67,3.9899999999999998,2.04,3.72,2.65,2.5,5.16,2.36,4.87
GER-Bundesliga,2324,Gladbach,668,0,541,374,33638,373.8,55,43,98,50,5,6,66,2,47.7,43.0,35.9,78.4,598,1227,1217,3.2,2.22,5.4,2.91,5.12,3.91,2.11,6.03,3.6,5.72
GER-Bundesliga,2324,Heidenheim,581,0,530,374,33659,374.0,46,34,80,44,2,3,54,1,40.5,38.1,27.7,65.7,510,983,976,2.18,13.48,15.67,2.1100000000000003,15.61,2.36,8.879999999999999,11.2,2.2800000000000002,11.12
GER-Bundesliga,2324,Hoffenheim,760,0,527,374,33497,372.2,65,47,112,59,6,6,85,5,54.9,50.1,40.0,90.2,538,1359,1351,2.88,3.39,6.22,2.63,5.96,3.5100000000000002,3.17,6.64,3.31,6.44
GER-Bundesliga,2324,Köln,640,0,534,374,33542,372.5,28,17,45,23,5,6,70,4,40.2,35.4,27.6,62.8,618,1086,1081,2.82,1.1400000000000001,3.9699999999999998,2.62,3.76,3.91,2.23,6.19,3.69,5.97
GER-Bundesliga,2324,Leverkusen,586,0,516,374,33660,373.9,87,71,158,79,8,8,59,0,74.9,68.9,55.5,124.1,888,1997,1979,5.0200000000000005,10.469999999999999,15.469999999999999,4.5600000000000005,15.03,5.4,6.42,11.81,5.04,11.46
GER-Bundesliga,2324,Mainz 05,776,0,522,374,33641,373.8,38,31,69,37,1,5,99,3,45.3,41.3,32.4,73.8,480,1169,1155,2.25,3.58,5.82,2.19,5.76,4.1899999999999995,2.75,6.93,3.77,6.5
GER-Bundesliga,2324,RB Leipzig,640,0,539,374,33641,374.0,74,53,127,70,4,7,61,1,67.10000000000001,61.5,48.3,109.7,714,1541,1530,4.65,2.51,7.14,4.11,6.609999999999999,4.5600000000000005,2.64,7.2,3.93,6.57
GER-Bundesliga,2324,Stuttgart,644,0,531,374,33614,373.2,78,60,138,73,5,8,56,1,72.2,65.9,53.8,119.7,693,1618,1602,4.3,3.23,7.52,4.1000000000000005,7.32,6.81,3.8200000000000003,10.64,6.49,10.34
GER-Bundesliga,2324,Union Berlin,812,0,541,374,33400,371.2,33,23,56,30,3,6,67,7,40.8,35.8,25.1,60.6,389,1146,1132,9.09,1.81,10.9,8.76,10.56,8.16,2.54,10.68,7.739999999999999,10.25
GER-Bundesliga,2324,Werder Bremen,761,0,527,374,33594,373.4,45,33,78,40,5,6,73,2,47.300000000000004,42.4,35.9,78.2,492,1172,1163,3.2,1.46,4.6499999999999995,3.0300000000000002,4.4799999999999995,3.28,2.27,5.53,3.11,5.36
GER-Bundesliga,2324,Wolfsburg,675,0,529,374,33469,371.9,41,27,68,39,2,3,86,5,39.9,37.4,28.8,66.2,441,1235,1226,4.44,1.63,6.0600000000000005,4.36,5.970000000000001,3.14,2.0100000000000002,5.13,3.04,5.03
GER-Bundesliga,2425,Augsburg,729,0,531,374,33514,372.2,35,26,61,34,1,2,78,5,35.2,33.6,25.3,58.9,450,1162,1149,3.35,1.97,5.3,3.3,5.25,4.53,2.05,6.6,4.46,6.54
GER-Bundesliga,2425,Bayern Munich,743,0,524,374,33611,373.4,96,66,162,87,9,10,48,1,82.7,75.0,60.1,135.1,831,2138,2125,5.05,3.89,8.95,4.71,8.61,6.17,3.43,9.62,5.84,9.29
GER-Bundesliga,2425,Bochum,713,0,528,374,33577,373.1,32,23,55,31,1,3,71,2,42.7,40.1,30.7,70.7,378,1090,1077,2.71,1.3800000000000001,4.08,2.62,4.0,4.12,2.24,6.3500000000000005,3.84,6.08
GER-Bundesliga,2425,Dortmund,679,0,528,374,33476,372.0,69,56,125,64,5,6,71,6,62.699999999999996,58.0,48.1,106.0,701,1563,1555,4.3,2.76,7.06,4.1,6.86,3.5300000000000002,3.3000000000000003,6.8,3.36,6.63
GER-Bundesliga,2425,Eint Frankfurt,628,0,536,374,33645,373.7,68,47,115,65,3,5,55,1,67.10000000000001,63.300000000000004,45.6,108.9,585,1347,1337,4.96,3.1,8.05,4.8,7.89,4.99,3.48,8.47,4.8100000000000005,8.29
GER-Bundesliga,2425,Freiburg,668,0,531,374,33631,373.8,46,35,81,46,0,4,54,2,45.6,42.3,30.8,73.0,442,1129,1120,2.65,2.26,4.89,2.65,4.89,3.52,2.09,5.59,3.39,5.45
GER-Bundesliga,2425,Gladbach,655,0,539,374,33595,373.1,53,39,92,49,4,5,53,3,51.2,47.1,37.8,85.3,530,1112,1104,4.29,2.19,6.49,4.09,6.28,3.46,2.27,5.74,3.27,5.55
GER-Bundesliga,2425,Heidenheim,704,0,536,374,33649,373.6,37,26,63,32,5,5,66,1,41.0,37.2,28.700000000000003,66.3,516,974,959,2.67,1.56,4.24,2.24,3.8200000000000003,3.7600000000000002,2.0,5.76,3.42,5.42
GER-Bundesliga,2425,Hoffenheim,855,0,525,374,33524,372.3,46,30,76,43,3,3,66,2,43.8,41.5,33.0,74.1,481,1218,1208,3.09,2.6,5.72,2.99,5.62,4.82,2.5,7.31,4.75,7.24
GER-Bundesliga,2425,Holstein Kiel,682,0,536,374,33561,373.0,49,29,78,45,4,5,77,4,40.699999999999996,36.6,26.8,63.5,359,875,860,3.29,2.63,5.91,3.0,5.63,2.95,2.37,5.35,2.62,5.01
GER-Bundesliga,2425,Leverkusen,598,0,510,374,33630,374.0,70,53,123,67,3,6,62,1,58.3,53.5,42.7,96.0,696,1692,1678,5.050000000000001,2.88,7.94,4.930000000000001,7.82,4.16,2.54,6.7,3.91,6.46
GER-Bundesliga,2425,Mainz 05,651,0,519,374,33423,371.4,53,37,90,49,4,4,71,5,51.1,47.9,37.9,85.4,466,1286,1272,2.6,2.0100000000000002,4.62,2.44,4.46,4.14,2.93,7.07,4.01,6.95
GER-Bundesliga,2425,RB Leipzig,685,0,532,374,33582,373.4,51,36,87,48,3,4,68,5,47.4,44.1,36.3,80.1,516,1353,1346,3.24,3.63,6.89,2.49,6.13,4.66,3.61,8.27,4.02,7.65
GER-Bundesliga,2425,St. Pauli,717,0,517,374,33623,373.5,26,22,48,25,1,2,53,4,35.8,34.0,26.4,60.7,418,1073,1057,3.0,1.06,4.08,2.9499999999999997,4.03,3.35,1.6500000000000001,4.96,3.2600000000000002,4.87
GER-Bundesliga,2425,Stuttgart,677,0,535,374,33508,372.4,61,45,106,59,2,6,72,5,64.7,59.4,45.6,104.9,545,1493,1478,4.55,2.44,7.01,4.43,6.9,4.88,2.99,7.85,4.6,7.59
GER-Bundesliga,2425,Union Berlin,746,0,542,374,33606,373.2,36,25,61,33,3,3,72,1,37.300000000000004,34.9,23.6,58.9,390,1049,1032,2.7600000000000002,1.96,4.74,2.5,4.48,3.14,2.17,5.29,2.93,5.08
GER-Bundesliga,2425,Werder Bremen,601,0,530,374,33618,373.5,53,38,91,50,3,5,75,4,50.699999999999996,46.7,37.9,84.5,495,1351,1343,3.88,2.4699999999999998,6.359999999999999,3.57,6.04,3.73,2.96,6.67,3.26,6.21
GER-Bundesliga,2425,Wolfsburg,669,0,529,374,33569,373.0,53,38,91,49,4,5,75,3,48.3,44.3,33.4,77.7,489,1205,1196,4.15,2.89,7.07,3.75,6.65,5.03,2.5500000000000003,7.59,4.66,7.23
INT-European Championship,2021,Austria,597,0,63,44,4290,47.6,5,5,10,5,0,0,6,0,4.8,4.8,4.3,9.2,87,184,182,2.64,6.960000000000001,9.6,2.64,9.6,6.27,2.3000000000000003,8.55,6.27,8.55
INT-European Championship,2021,Belgium,675,0,73,55,4950,55.0,8,6,14,7,1,1,4,0,6.0,5.2,4.0,9.0,98,201,199,1.9100000000000001,2.1100000000000003,4.03,1.71,3.83,1.75,1.34,3.09,1.59,2.9299999999999997
INT-European Championship,2021,Croatia,564,0,62,44,4290,47.6,6,5,11,6,0,0,7,0,6.6000000000000005,6.6000000000000005,5.5,12.2,90,133,133,4.9,2.92,7.82,4.9,7.82,19.36,11.39,30.76,19.36,30.76
INT-European Championship,2021,Czechia,561,0,80,55,4950,54.7,6,4,10,5,1,1,7,0,6.1,5.3,4.6,10.0,84,179,176,1.43,0.9,2.33,1.2,2.1,2.8000000000000003,2.63,5.43,2.62,5.25
INT-European Championship,2021,Denmark,552,0,97,66,6270,69.8,12,8,20,12,0,1,5,0,10.4,9.6,6.5,16.1,123,240,235,3.2199999999999998,3.32,6.529999999999999,3.2199999999999998,6.529999999999999,4.06,2.42,6.5,3.93,6.36
