team,season,season_year,player_name,position,shirt_number,age,nationality,market_value,player_url,scraped_date,market_value_millions
Liverpool,2023-2024,2023,Alisson,,1,,,€28.00m,https://www.transfermarkt.com/alisson/profil/spieler/105470,2025-12-15,28.0
Liverpool,2023-2024,2023,Caoimhín Kelleher,,62,,,€20.00m,https://www.transfermarkt.com/caoimhin-kelleher/profil/spieler/340918,2025-12-15,20.0
Liverpool,2023-2024,2023,Vitezslav Jaros,,-,,,€5.00m,https://www.transfermarkt.com/vitezslav-jaros/profil/spieler/486604,2025-12-15,5.0
Liverpool,2023-2024,2023,Adrián,,13,,,€600k,https://www.transfermarkt.com/adrian/profil/spieler/71271,2025-12-15,0.6
Liverpool,2023-2024,2023,Marcelo Pitaluga,,-,,,€300k,https://www.transfermarkt.com/marcelo-pitaluga/profil/spieler/662334,2025-12-15,0.3
Liverpool,2023-2024,2023,Fabian Mrozek,,-,,,€200k,https://www.transfermarkt.com/fabian-mrozek/profil/spieler/678402,2025-12-15,0.2
Liverpool,2023-2024,2023,Ibrahima Konaté,,5,,,€45.00m,https://www.transfermarkt.com/ibrahima-konate/profil/spieler/357119,2025-12-15,45.0
Liverpool,2023-2024,2023,Virgil van Dijk,,4,,,€30.00m,https://www.transfermarkt.com/virgil-van-dijk/profil/spieler/139208,2025-12-15,30.0
Liverpool,2023-2024,2023,Joe Gomez,,2,,,€28.00m,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,2025-12-15,28.0
Liverpool,2023-2024,2023,Jarell Quansah,,78,,,€22.00m,https://www.transfermarkt.com/jarell-quansah/profil/spieler/632349,2025-12-15,22.0
Liverpool,2023-2024,2023,Joël Matip,,32,,,€8.00m,https://www.transfermarkt.com/joel-matip/profil/spieler/82105,2025-12-15,8.0
Liverpool,2023-2024,2023,Nat Phillips,,-,,,€3.50m,https://www.transfermarkt.com/nat-phillips/profil/spieler/371814,2025-12-15,3.5
Liverpool,2023-2024,2023,Rhys Williams,,46,,,€1.80m,https://www.transfermarkt.com/rhys-williams/profil/spieler/503679,2025-12-15,1.8
Liverpool,2023-2024,2023,Luke Chambers,,-,,,€1.50m,https://www.transfermarkt.com/luke-chambers/profil/spieler/670861,2025-12-15,1.5
Liverpool,2023-2024,2023,Amara Nallo,,-,,,"1,86m",https://www.transfermarkt.com/amara-nallo/profil/spieler/1108049,2025-12-15,0.0
Liverpool,2023-2024,2023,Andrew Robertson,,26,,,€30.00m,https://www.transfermarkt.com/andrew-robertson/profil/spieler/234803,2025-12-15,30.0
Liverpool,2023-2024,2023,Konstantinos Tsimikas,,21,,,€22.00m,https://www.transfermarkt.com/konstantinos-tsimikas/profil/spieler/338070,2025-12-15,22.0
Liverpool,2023-2024,2023,Owen Beck,,-,,,€1.25m,https://www.transfermarkt.com/owen-beck/profil/spieler/551001,2025-12-15,1.25
Liverpool,2023-2024,2023,Calum Scanlon,,-,,,€700k,https://www.transfermarkt.com/calum-scanlon/profil/spieler/796298,2025-12-15,0.7
Liverpool,2023-2024,2023,Trent Alexander-Arnold,,66,,,€70.00m,https://www.transfermarkt.com/trent-alexander-arnold/profil/spieler/314353,2025-12-15,70.0
Liverpool,2023-2024,2023,Conor Bradley,,84,,,€15.00m,https://www.transfermarkt.com/conor-bradley/profil/spieler/624258,2025-12-15,15.0
Liverpool,2023-2024,2023,Calvin Ramsay,,-,,,€4.00m,https://www.transfermarkt.com/calvin-ramsay/profil/spieler/633652,2025-12-15,4.0
Liverpool,2023-2024,2023,Ryan Gravenberch,,38,,,€35.00m,https://www.transfermarkt.com/ryan-gravenberch/profil/spieler/478573,2025-12-15,35.0
Liverpool,2023-2024,2023,Wataru Endo,,3,,,€13.00m,https://www.transfermarkt.com/wataru-endo/profil/spieler/146310,2025-12-15,13.0
Liverpool,2023-2024,2023,Stefan Bajcetic,,43,,,€11.00m,https://www.transfermarkt.com/stefan-bajcetic/profil/spieler/864799,2025-12-15,11.0
Liverpool,2023-2024,2023,James McConnell,,-,,,€500k,https://www.transfermarkt.com/james-mcconnell/profil/spieler/845289,2025-12-15,0.5
Liverpool,2023-2024,2023,Alexis Mac Allister,,10,,,€75.00m,https://www.transfermarkt.com/alexis-mac-allister/profil/spieler/534033,2025-12-15,75.0
Liverpool,2023-2024,2023,Curtis Jones,,17,,,€35.00m,https://www.transfermarkt.com/curtis-jones/profil/spieler/433188,2025-12-15,35.0
Liverpool,2023-2024,2023,Thiago Alcántara,,6,,,€10.00m,https://www.transfermarkt.com/thiago-alcantara/profil/spieler/60444,2025-12-15,10.0
Liverpool,2023-2024,2023,Bobby Clark,,42,,,€1.00m,https://www.transfermarkt.com/bobby-clark/profil/spieler/712117,2025-12-15,1.0
Liverpool,2023-2024,2023,Trey Nyoni,,-,,,€500k,https://www.transfermarkt.com/trey-nyoni/profil/spieler/1045123,2025-12-15,0.5
Liverpool,2023-2024,2023,Tom Hill,,-,,,€300k,https://www.transfermarkt.com/tom-hill/profil/spieler/655990,2025-12-15,0.3
Liverpool,2023-2024,2023,Dominik Szoboszlai,,8,,,€75.00m,https://www.transfermarkt.com/dominik-szoboszlai/profil/spieler/451276,2025-12-15,75.0
Liverpool,2023-2024,2023,Harvey Elliott,,19,,,€35.00m,https://www.transfermarkt.com/harvey-elliott/profil/spieler/565822,2025-12-15,35.0
Liverpool,2023-2024,2023,Fábio Carvalho,,-,,,€14.00m,https://www.transfermarkt.com/fabio-carvalho/profil/spieler/559263,2025-12-15,14.0
Liverpool,2023-2024,2023,Mateusz Musialowski,,-,,,€300k,https://www.transfermarkt.com/mateusz-musialowski/profil/spieler/570469,2025-12-15,0.3
Liverpool,2023-2024,2023,Luis Díaz,,7,,,€75.00m,https://www.transfermarkt.com/luis-diaz/profil/spieler/480692,2025-12-15,75.0
Liverpool,2023-2024,2023,Cody Gakpo,,18,,,€50.00m,https://www.transfermarkt.com/cody-gakpo/profil/spieler/434675,2025-12-15,50.0
Liverpool,2023-2024,2023,Diogo Jota,,20,,,€50.00m,https://www.transfermarkt.com/diogo-jota/profil/spieler/340950,2025-12-15,50.0
Liverpool,2023-2024,2023,Lewis Koumas,,-,,,€1.00m,https://www.transfermarkt.com/lewis-koumas/profil/spieler/922462,2025-12-15,1.0
Liverpool,2023-2024,2023,Mohamed Salah,,11,,,€55.00m,https://www.transfermarkt.com/mohamed-salah/profil/spieler/148455,2025-12-15,55.0
Liverpool,2023-2024,2023,Ben Gannon-Doak,,50,,,€10.00m,https://www.transfermarkt.com/ben-gannon-doak/profil/spieler/719673,2025-12-15,10.0
Liverpool,2023-2024,2023,Kaide Gordon,,-,,,€1.20m,https://www.transfermarkt.com/kaide-gordon/profil/spieler/732119,2025-12-15,1.2
Liverpool,2023-2024,2023,Darwin Núñez,,9,,,€70.00m,https://www.transfermarkt.com/darwin-nunez/profil/spieler/546543,2025-12-15,70.0
Liverpool,2023-2024,2023,Jayden Danns,,-,,,€1.00m,https://www.transfermarkt.com/jayden-danns/profil/spieler/939290,2025-12-15,1.0
