team,season,season_year,player_name,position,shirt_number,age,nationality,market_value,player_url,scraped_date,market_value_millions
Manchester City,2025-2026,2025,Gianluigi Donnarumma,,25,,,€45.00m,https://www.transfermarkt.com/gianluigi-donnarumma/profil/spieler/315858,2025-12-15,45.0
Manchester City,2025-2026,2025,James Trafford,,1,,,€25.00m,https://www.transfermarkt.com/james-trafford/profil/spieler/566799,2025-12-15,25.0
Manchester City,2025-2026,2025,Stefan Ortega,,18,,,€5.00m,https://www.transfermarkt.com/stefan-ortega/profil/spieler/85941,2025-12-15,5.0
Manchester City,2025-2026,2025,Marcus Bettinelli,,13,,,€500k,https://www.transfermarkt.com/marcus-bettinelli/profil/spieler/116648,2025-12-15,0.5
Manchester City,2025-2026,2025,Josko Gvardiol,,24,,,€70.00m,https://www.transfermarkt.com/josko-gvardiol/profil/spieler/475959,2025-12-15,70.0
Manchester City,2025-2026,2025,Rúben Dias,,3,,,€60.00m,https://www.transfermarkt.com/ruben-dias/profil/spieler/258004,2025-12-15,60.0
Manchester City,2025-2026,2025,Abdukodir Khusanov,,45,,,€35.00m,https://www.transfermarkt.com/abdukodir-khusanov/profil/spieler/763079,2025-12-15,35.0
Manchester City,2025-2026,2025,John Stones,,5,,,€18.00m,https://www.transfermarkt.com/john-stones/profil/spieler/186590,2025-12-15,18.0
Manchester City,2025-2026,2025,Nathan Aké,,6,,,€18.00m,https://www.transfermarkt.com/nathan-ake/profil/spieler/177476,2025-12-15,18.0
Manchester City,2025-2026,2025,Rayan Aït-Nouri,,21,,,€40.00m,https://www.transfermarkt.com/rayan-ait-nouri/profil/spieler/578391,2025-12-15,40.0
Manchester City,2025-2026,2025,Nico O'Reilly,,33,,,€40.00m,https://www.transfermarkt.com/nico-oreilly/profil/spieler/743413,2025-12-15,40.0
Manchester City,2025-2026,2025,Matheus Nunes,,27,,,€38.00m,https://www.transfermarkt.com/matheus-nunes/profil/spieler/601883,2025-12-15,38.0
Manchester City,2025-2026,2025,Rico Lewis,,82,,,€35.00m,https://www.transfermarkt.com/rico-lewis/profil/spieler/701057,2025-12-15,35.0
Manchester City,2025-2026,2025,Rodri,,16,,,€75.00m,https://www.transfermarkt.com/rodri/profil/spieler/357565,2025-12-15,75.0
Manchester City,2025-2026,2025,Nico González,,14,,,€45.00m,https://www.transfermarkt.com/nico-gonzalez/profil/spieler/466805,2025-12-15,45.0
Manchester City,2025-2026,2025,Kalvin Phillips,,44,,,€6.00m,https://www.transfermarkt.com/kalvin-phillips/profil/spieler/351749,2025-12-15,6.0
Manchester City,2025-2026,2025,Tijjani Reijnders,,4,,,€65.00m,https://www.transfermarkt.com/tijjani-reijnders/profil/spieler/460939,2025-12-15,65.0
Manchester City,2025-2026,2025,Mateo Kovacic,,8,,,€15.00m,https://www.transfermarkt.com/mateo-kovacic/profil/spieler/51471,2025-12-15,15.0
Manchester City,2025-2026,2025,Bernardo Silva,,20,,,€27.00m,https://www.transfermarkt.com/bernardo-silva/profil/spieler/241641,2025-12-15,27.0
Manchester City,2025-2026,2025,Jérémy Doku,,11,,,€65.00m,https://www.transfermarkt.com/jeremy-doku/profil/spieler/486049,2025-12-15,65.0
Manchester City,2025-2026,2025,Savinho,,26,,,€45.00m,https://www.transfermarkt.com/savinho/profil/spieler/743591,2025-12-15,45.0
Manchester City,2025-2026,2025,Phil Foden,,47,,,€80.00m,https://www.transfermarkt.com/phil-foden/profil/spieler/406635,2025-12-15,80.0
Manchester City,2025-2026,2025,Rayan Cherki,,10,,,€50.00m,https://www.transfermarkt.com/rayan-cherki/profil/spieler/607223,2025-12-15,50.0
Manchester City,2025-2026,2025,Oscar Bobb,,52,,,€25.00m,https://www.transfermarkt.com/oscar-bobb/profil/spieler/661207,2025-12-15,25.0
Manchester City,2025-2026,2025,Erling Haaland,,9,,,€200.00m,https://www.transfermarkt.com/erling-haaland/profil/spieler/418560,2025-12-15,200.0
Manchester City,2025-2026,2025,Omar Marmoush,,7,,,€65.00m,https://www.transfermarkt.com/omar-marmoush/profil/spieler/445939,2025-12-15,65.0
