team,season,season_year,player_name,position,shirt_number,age,nationality,market_value,player_url,scraped_date,market_value_millions
Arsenal,2025-2026,2025,David Raya,,1,,,€35.00m,https://www.transfermarkt.com/david-raya/profil/spieler/262749,2025-12-15,35.0
Arsenal,2025-2026,2025,Kepa Arrizabalaga,,13,,,€7.00m,https://www.transfermarkt.com/kepa-arrizabalaga/profil/spieler/192279,2025-12-15,7.0
Arsenal,2025-2026,2025,William Saliba,,2,,,€90.00m,https://www.transfermarkt.com/william-saliba/profil/spieler/495666,2025-12-15,90.0
Arsenal,2025-2026,2025,Gabriel Magalhães,,6,,,€75.00m,https://www.transfermarkt.com/gabriel-magalhaes/profil/spieler/435338,2025-12-15,75.0
Arsenal,2025-2026,2025,Piero Hincapié,,5,,,€50.00m,https://www.transfermarkt.com/piero-hincapie/profil/spieler/659813,2025-12-15,50.0
Arsenal,2025-2026,2025,Cristhian Mosquera,,3,,,€35.00m,https://www.transfermarkt.com/cristhian-mosquera/profil/spieler/646750,2025-12-15,35.0
Arsenal,2025-2026,2025,Riccardo Calafiori,,33,,,€50.00m,https://www.transfermarkt.com/riccardo-calafiori/profil/spieler/502821,2025-12-15,50.0
Arsenal,2025-2026,2025,Myles Lewis-Skelly,,49,,,€40.00m,https://www.transfermarkt.com/myles-lewis-skelly/profil/spieler/890721,2025-12-15,40.0
Arsenal,2025-2026,2025,Jurriën Timber,,12,,,€70.00m,https://www.transfermarkt.com/jurrien-timber/profil/spieler/420243,2025-12-15,70.0
Arsenal,2025-2026,2025,Ben White,,4,,,€30.00m,https://www.transfermarkt.com/ben-white/profil/spieler/335721,2025-12-15,30.0
Arsenal,2025-2026,2025,Martín Zubimendi,,36,,,€75.00m,https://www.transfermarkt.com/martin-zubimendi/profil/spieler/423440,2025-12-15,75.0
Arsenal,2025-2026,2025,Christian Nørgaard,,16,,,€9.00m,https://www.transfermarkt.com/christian-norgaard/profil/spieler/148367,2025-12-15,9.0
Arsenal,2025-2026,2025,Declan Rice,,41,,,€120.00m,https://www.transfermarkt.com/declan-rice/profil/spieler/357662,2025-12-15,120.0
Arsenal,2025-2026,2025,Mikel Merino,,23,,,€30.00m,https://www.transfermarkt.com/mikel-merino/profil/spieler/338424,2025-12-15,30.0
Arsenal,2025-2026,2025,Martin Ødegaard,,8,,,€75.00m,https://www.transfermarkt.com/martin-odegaard/profil/spieler/316264,2025-12-15,75.0
Arsenal,2025-2026,2025,Eberechi Eze,,10,,,€65.00m,https://www.transfermarkt.com/eberechi-eze/profil/spieler/479999,2025-12-15,65.0
Arsenal,2025-2026,2025,Ethan Nwaneri,,22,,,€40.00m,https://www.transfermarkt.com/ethan-nwaneri/profil/spieler/890719,2025-12-15,40.0
Arsenal,2025-2026,2025,Gabriel Martinelli,,11,,,€45.00m,https://www.transfermarkt.com/gabriel-martinelli/profil/spieler/655488,2025-12-15,45.0
Arsenal,2025-2026,2025,Leandro Trossard,,19,,,€20.00m,https://www.transfermarkt.com/leandro-trossard/profil/spieler/144028,2025-12-15,20.0
Arsenal,2025-2026,2025,Bukayo Saka,,7,,,€130.00m,https://www.transfermarkt.com/bukayo-saka/profil/spieler/433177,2025-12-15,130.0
Arsenal,2025-2026,2025,Noni Madueke,,20,,,€50.00m,https://www.transfermarkt.com/noni-madueke/profil/spieler/503987,2025-12-15,50.0
Arsenal,2025-2026,2025,Max Dowman,,56,,,"1,83m",https://www.transfermarkt.com/max-dowman/profil/spieler/1187629,2025-12-15,0.0
Arsenal,2025-2026,2025,Viktor Gyökeres,,14,,,€70.00m,https://www.transfermarkt.com/viktor-gyokeres/profil/spieler/325443,2025-12-15,70.0
Arsenal,2025-2026,2025,Kai Havertz,,29,,,€55.00m,https://www.transfermarkt.com/kai-havertz/profil/spieler/309400,2025-12-15,55.0
Arsenal,2025-2026,2025,Gabriel Jesus,,9,,,€20.00m,https://www.transfermarkt.com/gabriel-jesus/profil/spieler/363205,2025-12-15,20.0
